epoch,accuracy,loss,val_accuracy,val_loss
0,0.48221999406814575,1.4429335594177246,0.5899999737739563,1.1838397979736328
1,0.6205000281333923,1.0774595737457275,0.6391000151634216,1.0490989685058594
2,0.6647199988365173,0.9547366499900818,0.6747999787330627,0.9441632628440857
3,0.6942200064659119,0.8759658336639404,0.6610999703407288,0.9774665832519531
4,0.7183200120925903,0.8131102323532104,0.6811000108718872,0.9466617107391357
